"...1","Trials","Subject","sex","Strain","DOB","DOT","Week_of_enrichment","Novel_object_side","Novel_object_#","Treatment","Testing_Tank","Distance_moved","Velocity","In_zone...15","In_zone...16","In_zone...17","In_zone...18","In_zone...19","In_zone...20","In_zone...21","In_zone...22","In_zone...23","In_zone...24","In_zone...25","In_zone...26","Movement...27","Movement...28","Movement...29","Movement...30","Novel_Object_Zone...31","Novel_Object_Zone...32","Novel_Object_Zone...33","Novel_Object_Zone...34","Novel_Object_Zone...35","Novel_Object_Zone...36","Novel_Object_Zone...37","Novel_Object_Zone...38","Novel_Object_Zone...39","Novel_Object_Zone...40","Novel_Object_Zone...41","Novel_Object_Zone...42","Zone_transition...43","Zone_transition...44","Zone_transition...45","Zone_transition...46","Turn_angle","Angular_velocity"
"NO_RI_1","Trial_19",10,"M","AB",2020-11-04,2021-07-12,0,2,3,"Enriched",2,"2875.1","8.6287400000000005","93","85.32","11.52","23.705300000000001","140","205.2","0.8","57.012700000000002","64","62.6","0","17.392800000000001","326.60000000000002","90.742400000000004","24.76","6.8793100000000003","130","97.96","9.1999999999999993","46","31.28","0","103","98.56","9.1999999999999993","37","31.32","0","0.8","328.48","70.84","329.04","1.7308600000000001","43.271500000000003"
"NO_RI_6","Trial_20",10,"M","AB",2020-11-04,2021-07-12,0,2,2,"Enriched",2,"1838.24","5.6242799999999997","56","46.24","60.72","12.8444","117","125.52","3.24","34.866700000000002","71","182.68","0","50.744399999999999","304.72000000000003","84.644400000000005","48.56","13.488899999999999","138","85.6","3.44","79","73.959999999999994","3.8","81","88.72","3.44","47","74.52","3.8","3.24","345.6","115.4","330.04","2.3184E-2","0.5796"
"NT","Trial_21",12,"M","AB",2020-11-04,2021-07-12,0,NA,NA,"Enriched",2,"2459.6799999999998","6.9123299999999999","0","0","-","0","38","53.24","59.52","14.7889","44","306.27999999999997","0","85.077799999999996","333.52","92.644400000000005","26.4","7.3333300000000001","78","87.2","10.119999999999999","145","109.04","0","41","89.24","10.199999999999999","80","111.92","0","70.8","110.4","-","-","0.68107700000000004","17.026900000000001"
"FO","Trial_22",12,"M","AB",2020-11-04,2021-07-12,0,NA,NA,"Enriched",2,"2590.5700000000002","7.7219899999999999","55","50.84","0","14.122199999999999","123","213.12","3.92","59.2","73","90.4","23.24","25.1111","336","93.333299999999994","18.12","5.0333300000000003","126","75.599999999999994","22.52","63","23.4","38.840000000000003","87","75.680000000000007","22.48","33","22.44","38.92","71.16","358.24","119.2","322","0.758772","18.9693"
"NO_RI_1","Trial_23",12,"M","AB",2020-11-04,2021-07-12,0,2,3,"Enriched",2,"3517.91","9.8850899999999999","74","48.04","16.600000000000001","13.3444","126","247.04","0","68.622200000000007","55","61.2","1","17","351.2","97.555599999999998","8.08","2.24444","52","28.12","0","141","71.040000000000006","52","45","28.44","0","103","65.16","69.040000000000006","6.6","6.6","-","-","3.9791099999999999","99.477599999999995"
"NO_RI_6","Trial_24",12,"M","AB",2020-11-04,2021-07-12,0,2,2,"Enriched",2,"2062.2399999999998","6.1936600000000004","13","6.92","25.08","1.92222","94","111.08","0","30.855599999999999","101","236.24","3.16","65.622200000000007","318.32","88.422200000000004","36.76","10.2111","54","57.56","0","335","134.24","76.599999999999994","35","58.84","0","172","131.24","76.760000000000005","3.72","338.8","-","-","-1.1461699999999999","-28.654299999999999"
"NT","Trial_25",14,"F","AB",2020-11-04,2021-07-12,0,NA,NA,"Enriched",2,"3151.55","8.8775999999999993","21","13.08","229.44","3.6333299999999999","49","140.56","9.0399999999999991","39.044400000000003","28","206.36","0","57.322200000000002","344","95.555599999999998","15.88","4.4111099999999999","121","116.44","3.4","80","64.36","0","85","117.84","3.48","53","65","0.04","-","-","-","-","0.55887100000000001","13.9718"
"FO","Trial_26",14,"F","AB",2020-11-04,2021-07-12,0,NA,NA,"Enriched",2,"1605.07","4.4794299999999998","23","161.76","176.04","44.933300000000003","23","23.64","171.76","6.5666700000000002","3","173.84","0.12","48.288899999999998","246.28","68.411100000000005","113.56","31.5444","4","1.2","175.44","1","0.56000000000000005","171.6","1","1.08","309.24","1","0.56000000000000005","171.76","171.76","171.76","-","-","1.37537","34.3842"
"NO_RI_1","Trial_27",14,"F","AB",2020-11-04,2021-07-12,0,2,3,"Enriched",2,"3397.18","9.58249","51","62.72","16.8","17.4222","86","259.39999999999998","1.04","72.055599999999998","35","37.840000000000003","0","10.511100000000001","346.72","96.311099999999996","13.12","3.6444399999999999","91","71.2","3.12","44","22.08","13.44","68","71","3.24","38","20.16","13.6","-","-","-","-","1.7327999999999999","43.319899999999997"
"NO_RI_6","Trial_28",14,"F","AB",2020-11-04,2021-07-12,0,1,2,"Enriched",2,"2014.68","6.0326899999999997","61","44.72","97.32","12.4222","155","201.36","6.36","55.933300000000003","81","94.12","0.08","26.144400000000001","313.52","87.088899999999995","41.28","11.466699999999999","16","5.28","28.72","188","74.239999999999995","0","7","4.4000000000000004","28.88","108","73.400000000000006","0","171","308.83999999999997","256.76","256.76","1.34578","33.644500000000001"
"NT","Trial_29",16,"F","AB",2020-11-04,2021-07-12,0,NA,NA,"Enriched",2,"1048.08","3.0148299999999999","0","0","-","0","0","0","-","0","51","126.96","0.32","35.2667","169.92","47.2","189.32","52.588900000000002","44","46.8","79.36","37","23.88","9.68","11","44.92","184.24","22","23.8","21.84","-","-","-","-","3.5951200000000001","89.877899999999997"
"FO","Trial_30",16,"F","AB",2020-11-04,2021-07-12,0,NA,NA,"Enriched",2,"1140.72","3.2183600000000001","2","0.56000000000000005","85.04","0.155556","13","21.92","83","6.0888900000000001","20","335.48","0","93.188900000000004","245.6","68.222200000000001","112.48","31.244399999999999","32","28.8","74.52","2","6.36","0","15","27.16","74.72","2","6.36","0","84.52","332.2","-","-","0.59519","14.8797"
"NO_RI_1","Trial_31",16,"F","AB",2020-11-04,2021-07-12,0,2,3,"Enriched",2,"1916.66","5.4956500000000004","12","10.52","2.12","2.9222199999999998","59","93.32","1.04","25.9222","49","255.72","0","71.033299999999997","326.16000000000003","90.6","33.76","9.3777799999999996","84","40.68","27.56","2","0.52","1.32","27","33.840000000000003","96.2","1","0.2","1.44","1.04","101.72","-","-","-0.59318899999999997","-14.829700000000001"
"NO_RI_6","Trial_32",16,"F","AB",2020-11-04,2021-07-12,0,1,2,"Enriched",2,"1847.03","5.2814399999999999","16","16.920000000000002","143.68","4.7","82","215.76","7.48","59.933300000000003","71","125.64","0","34.9","329.12","91.422200000000004","28.8","8","88","50.56","0","45","32.520000000000003","8.32","47","46.6","0","32","31.56","8.48","7.48","355.4","-","-","-1.3886099999999999","-34.715200000000003"
"NT","Trial_33",18,"F","AB",2020-11-04,2021-07-12,0,NA,NA,"Enriched",2,"948.25900000000001","3.0072899999999998","1","0.08","0.76","2.2227199999999999E-2","0","0","-","0","293","180.04","0.08","50.022199999999998","176.68","49.088700000000003","159.63999999999999","44.354300000000002","72","137.80000000000001","0.84","40","92.2","0.08","26","140.36000000000001","0.84","15","94.48","0.08","-","-","-","-","-4.1387800000000002E-2","-1.0346900000000001"
"FO","Trial_34",18,"F","AB",2020-11-04,2021-07-12,0,NA,NA,"Enriched",2,"687.31799999999998","2.2200199999999999","0","0","-","0","6","2.04","0.96","0.56666700000000003","146","340.44","0","94.566699999999997","118.84","33.011099999999999","210.48","58.466700000000003","82","249.16","0.96","3","1.2","0","65","250.12","0.96","3","1.2","0","0.96","1.24","-","-","3.62052E-2","0.90512899999999996"
"NO_RI_1","Trial_35",18,"F","AB",2020-11-04,2021-07-12,0,2,3,"Enriched",2,"1151.6400000000001","4.3255600000000003","0","0","-","0","32","35.119999999999997","196.96","9.7555599999999991","284","292.56","0","81.2667","221.88","61.633299999999998","65.2","18.1111","41","16.52","2.4","3","2.56","0","10","13.2","2.4","3","2.56","0","-","-","-","-","-0.54885300000000004","-13.721299999999999"
"NO_RI_6","Trial_36",18,"F","AB",2020-11-04,2021-07-12,0,2,2,"Enriched",2,"934.87300000000005","4.0611300000000004","0","0","-","0","12","42.84","139.91999999999999","11.9","353","252.8","0","70.222200000000001","191.4","53.166699999999999","65.08","18.0778","33","14.04","0","66","59.44","12.84","6","12.36","0","43","55.6","12.84","-","-","-","-","-0.58943800000000002","-14.736000000000001"
"NT","Trial_37",20,"M","AB",2020-11-04,2021-07-12,0,NA,NA,"Enriched",2,"2039","5.9101400000000002","1","0.12","241.68","3.3333300000000003E-2","18","25.2","0","7","16","334.52","0.2","92.922200000000004","311.83999999999997","86.622200000000007","48.12","13.3667","77","62.36","0","101","71.400000000000006","23.52","43","61.56","0","52","70.2","29.32","-","-","-","-","-0.89933300000000005","-22.4833"
"FO","Trial_38",20,"M","AB",2020-11-04,2021-07-12,0,NA,NA,"Enriched",2,"1146.29","3.3889800000000001","31","99.96","4.6399999999999997","27.7667","29","254.76","54.72","70.7667","2","0.08","3.96","2.2222200000000001E-2","247.44","68.7333","111.08","30.855599999999999","0","0","-","13","3.28","3.88","0","0","-","9","2.2799999999999998","3.88","-","-","-","-","1.1908099999999999","29.770099999999999"
"NO_RI_1","Trial_39",20,"M","AB",2020-11-04,2021-07-12,0,1,3,"Enriched",2,"1297.53","3.8288700000000002","6","4.88","71.08","1.3555600000000001","62","269.39999999999998","0","74.833299999999994","55","85.68","0.4","23.8","278.68","77.411100000000005","79.760000000000005","22.1556","0","0","-","13","5.24","0","0","0","-","6","3.76","0","2.76","219.36","-","-","1.3027500000000001","32.568899999999999"
"NO_RI_6","Trial_40",20,"M","AB",2020-11-04,2021-07-12,0,1,2,"Enriched",2,"1219.6400000000001","3.6882799999999998","0","0","-","0","34","36.200000000000003","0","10.0556","36","323.60000000000002","1.2","89.888900000000007","243.8","67.722200000000001","115.84","32.177799999999998","1","0.04","32.76","0","0","-","0","0","-","0","0","-","3.16","3.16","-","-","-0.36383199999999999","-9.0958100000000002"
"NT","Trial_41",22,"F","AB",2020-11-04,2021-07-12,0,NA,NA,"Enriched",2,"1947.36","5.70404","26","9.32","187.36","2.5888900000000001","95","91.2","0","25.333300000000001","90","232.6","2.12","64.611099999999993","317.48","88.188900000000004","41.76","11.6","41","58","49.68","170","125.32","0","23","57.88","49.88","82","126.68","0","277.68","347.16","339.2","339.2","0.60255000000000003","15.063800000000001"
"FO","Trial_42",22,"F","AB",2020-11-04,2021-07-12,0,NA,NA,"Enriched",2,"3078.24","8.7579399999999996","18","23","1.84","6.38889","75","260.12","0","72.255600000000001","73","71.52","14.76","19.866700000000002","342","95","16.04","4.4555600000000002","64","56.12","1.08","112","54.44","48.68","59","55.12","1.2","79","54.28","48.88","48.16","356.92","-","-","-0.73153299999999999","-18.2883"
"NO_RI_1","Trial_43",22,"F","AB",2020-11-04,2021-07-12,0,2,3,"Enriched",2,"1189.03","3.8943599999999998","0","0","-","0","26","38.6","2.68","10.722200000000001","145","308.24","0.12","85.622200000000007","238.08","66.133300000000006","89.76","24.933299999999999","11","8.64","0.68","46","14.04","1.56","7","8.2799999999999994","11.76","21","10.4","1.56","2.68","4.32","-","-","-1.0059","-25.147600000000001"
"NO_RI_6","Trial_44",22,"F","AB",2020-11-04,2021-07-12,0,1,2,"Enriched",2,"1940.47","6.0609299999999999","17","19","131.16","5.2777799999999999","105","164.48","1.56","45.688899999999997","131","131.76","0.6","36.6","288.04000000000002","80.011099999999999","59.76","16.600000000000001","39","25.96","225.4","185","83.96","2.84","28","26.56","225.52","112","86.64","2.84","1.56","268.64","168.96","183.52","-0.56509799999999999","-14.1275"
"NT","Trial_45",24,"M","AB",2020-11-04,2021-07-12,0,NA,NA,"Enriched",2,"2742.83","8.0284099999999992","20","10.4","64.92","2.88889","103","75.959999999999994","10.48","21.1","101","257","0","71.388900000000007","337.68","93.8","21.88","6.0777799999999997","109","78.680000000000007","23.2","177","112.96","0","52","80.72","23.2","94","110","0","144.24","210.12","210.76","210.76","-2.26566","-56.641500000000001"
"FO","Trial_46",24,"M","AB",2020-11-04,2021-07-12,0,NA,NA,"Enriched",2,"2110.54","6.5789999999999997","2","0.52","21.08","0.14444399999999999","16","10.08","16.559999999999999","2.8","69","340.88","0","94.688900000000004","293.39999999999998","81.5","56.36","15.6556","149","148.72","16.68","94","47.56","0","69","151.16","16.72","58","47.28","0","-","-","-","-","0.21542","5.3855000000000004"
"NO_RI_1","Trial_47",24,"M","AB",2020-11-04,2021-07-12,0,1,3,"Enriched",2,"1813.8","5.4731399999999999","8","2.4","46.32","0.66666700000000001","95","53.28","32.200000000000003","14.8","388","182.36","0","50.6556","304.56","84.6","50.12","13.9222","0","0","-","316","91.4","0.48","0","0","-","128","83.12","0.48","53.36","333.12","-","-","-2.2062400000000002","-55.156100000000002"
"NO_RI_6","Trial_48",24,"M","AB",2020-11-04,2021-07-12,0,1,2,"Enriched",2,"2098.2399999999998","6.0868000000000002","8","5.04","23.36","1.4","88","120.36","0","33.433300000000003","98","231.8","0.76","64.388900000000007","324.64","90.177800000000005","32.76","9.1","87","65.28","31.08","97","55.8","50.48","51","61.4","31.36","45","54.8","50.8","5.4","159.76","-","-","-0.65944599999999998","-16.4861"
"NT","Trial_49",26,"M","AB",2020-11-04,2021-07-12,0,NA,NA,"Enriched",2,"2372.5","6.78477","3","1.64","288.48","0.45555600000000002","49","86.64","8.44","24.066700000000001","72","267.04000000000002","0","74.177800000000005","329.32","91.477800000000002","30.32","8.4222199999999994","61","76.72","0","130","103.6","11.12","40","78.52","0","68","103.32","11.32","294.72000000000003","323.12","-","-","-0.21241599999999999","-5.3104100000000001"
"FO","Trial_50",26,"M","AB",2020-11-04,2021-07-12,0,NA,NA,"Enriched",2,"1775.77","5.3883099999999997","1","0.72","155.08000000000001","0.2","70","66.040000000000006","1.1599999999999999","18.3444","90","289.72000000000003","0","80.477800000000002","308.88","85.8","46.68","12.966699999999999","167","223.36","0","23","15.88","42","78","220.68","0","15","16.399999999999999","42.24","1.1599999999999999","259.95999999999998","155.08000000000001","155.08000000000001","1.15337","28.834299999999999"
"NO_RI_1","Trial_51",26,"M","AB",2020-11-04,2021-07-12,0,2,2,"Enriched",2,"2050","6.3918699999999999","14","5.28","23.88","1.4666699999999999","84","66.84","7.48","18.566700000000001","86","285.56","0","79.322199999999995","316.08","87.8","37.840000000000003","10.511100000000001","191","208.48","7.48","9","7.56","0.04","115","213.16","7.48","6","7.32","0","7.48","197.2","53.24","94.28","0.234378","5.8594600000000003"
"NO_RI_6","Trial_52",26,"M","AB",2020-11-04,2021-07-12,0,1,3,"Enriched",2,"1899.15","6.1484899999999998","8","2.56","157.08000000000001","0.71111100000000005","63","43.44","7.08","12.066700000000001","118","304.83999999999997","0","84.677800000000005","297.95999999999998","82.7667","44.92","12.4778","172","170.12","0","111","54.4","8.8000000000000007","78","173.88","0","73","57.52","8.8800000000000008","7.08","357.92","217.4","321.72000000000003","0.77378499999999995","19.3446"
"NT","Trial_53",28,"M","AB",2020-11-04,2021-07-12,0,NA,NA,"Enriched",2,"1461.08","4.2218","0","0","-","0","3","1.2","261.60000000000002","0.33333299999999999","112","329.2","0.04","91.444400000000002","250.2","69.5","109.52","30.4222","30","56.2","34.159999999999997","126","116.92","1.56","12","56.24","34.159999999999997","61","123.48","1.64","-","-","-","-","1.30263","32.565899999999999"
"FO","Trial_54",28,"M","AB",2020-11-04,2021-07-12,0,NA,NA,"Enriched",2,"1204.32","3.5119500000000001","0","0","-","0","16","10.08","2.4","2.8","193","143.24","0","39.788899999999998","198.2","55.055599999999998","157.88","43.855600000000003","3","1.1599999999999999","324.76","132","55.52","0","2","0.72","324.95999999999998","75","52.6","0","2.4","275.12","-","-","-2.4731099999999999E-2","-0.61827799999999999"
"NO_RI_1","Trial_55",28,"M","AB",2020-11-04,2021-07-12,0,1,3,"Enriched",2,"1429.66","4.2625500000000001","6","0.8","7.76","0.222222","11","9.68","195.56","2.6888899999999998","78","191.6","0","53.222200000000001","218.12","60.588900000000002","134.68","37.411099999999998","53","38.56","7.52","172","59.44","0","25","38.44","7.52","80","63.48","0","-","-","-","-","-5.43581","-135.89500000000001"
"NO_RI_6","Trial_56",28,"M","AB",2020-11-04,2021-07-12,0,1,2,"Enriched",2,"1118.97","3.3410199999999999","0","0","-","0","8","5","0.24","1.38889","114","334.12","0.04","92.811099999999996","204.24","56.7333","146.08000000000001","40.577800000000003","28","146.08000000000001","0.04","215","72.52","0.12","6","147.52000000000001","0.04","97","70.56","0.12","-","-","-","-","4.0550199999999998","101.375"
"NT","Trial_57",30,"M","AB",2020-11-04,2021-07-12,0,NA,NA,"Enriched",2,"2400.4","6.98766","3","1.08","0","0.3","9","7.88","0.84","2.1888899999999998","103","327.24","1.1200000000000001","90.9","323.88","89.966700000000003","36.04","10.011100000000001","99","85.96","0.88","198","105.44","3.2","44","86.76","0.92","92","108.76","3.32","-","-","321.60000000000002","321.60000000000002","-0.38144899999999998","-9.5362299999999998"
"FO","Trial_58",30,"M","AB",2020-11-04,2021-07-12,0,NA,NA,"Enriched",2,"2047.86","6.0217000000000001","7","2.48","6.04","0.68888899999999997","53","68.8","0","19.1111","75","283.44","14.52","78.7333","306.88","85.244399999999999","49.56","13.7667","42","38.92","0","234","124.36","7.84","20","38.840000000000003","0","120","127.4","7.96","23.68","322.56","6.04","6.04","3.3672199999999999E-2","0.84180600000000005"
"NO_RI_1","Trial_59",30,"M","AB",2020-11-04,2021-07-12,0,2,3,"Enriched",2,"2190.5500000000002","6.5735000000000001","3","2.8","210.64","0.77777799999999997","28","23.16","121.64","6.4333299999999998","109","316.8","0","88","305.56","84.877799999999993","47.4","13.166700000000001","103","86.76","0","165","73.040000000000006","1.64","51","87.76","0","91","77.400000000000006","1.64","354.56","354.56","335.08","335.08","-1.11198","-27.799399999999999"
"NO_RI_6","Trial_60",30,"M","AB",2020-11-04,2021-07-12,0,2,2,"Enriched",2,"1683.55","4.9492799999999999","0","0","-","0","4","2.48","13.12","0.68888899999999997","25","349.4","0","97.055599999999998","272.36","75.655600000000007","82.4","22.8889","178","163.96","2.2000000000000002","8","4.4800000000000004","0.28000000000000003","75","168.12","2.2799999999999998","8","4.5599999999999996","0.32","347.2","347.2","-","-","0.94103599999999998","23.5259"
